source label,source,target label,target,weight
"Aitken, John W.",1,"Adams, Edward D.",148,1
"Alger, Russel Alexander",2,"Adams, Edward D.",148,2
"Allen, George L.",3,"Adams, Edward D.",148,1
"Allis, Charles",4,"Adams, Edward D.",148,2
"Ames, Frederick Lothrop",5,"Adams, Edward D.",148,3
"Ames, Oliver",6,"Adams, Edward D.",148,2
"Astor, John Jacob (III)",7,"Adams, Edward D.",148,1
"Baker, George F.",8,"Adams, Edward D.",148,4
"Bakewell, Allen Campbell",9,"Adams, Edward D.",148,1
"Barger, Samuel F.",10,"Adams, Edward D.",148,3
"Bartlett, Francis",11,"Adams, Edward D.",148,1
"Berwind, Edward Julius",12,"Adams, Edward D.",148,5
"Bishop, Heber R.",13,"Adams, Edward D.",148,4
"Bixby, William K.",14,"Adams, Edward D.",148,4
"Blumenthal, George",15,"Adams, Edward D.",148,4
"Borden, Matthew Challoner Durfee",16,"Adams, Edward D.",148,2
"Bostwick, Jabez A.",17,"Adams, Edward D.",148,2
"Brookfield, William",18,"Adams, Edward D.",148,2
"Burrage, Albert C.",19,"Adams, Edward D.",148,3
"Butler, Theron R.",20,"Adams, Edward D.",148,1
"Catlin, Daniel",21,"Adams, Edward D.",148,2
"Clark, George Crawford",22,"Adams, Edward D.",148,1
"Clark, William (Newark)",23,"Adams, Edward D.",148,1
"Clark, William Andrews",24,"Adams, Edward D.",148,2
"Clarke, Thomas B.",25,"Adams, Edward D.",148,1
"Closson, James T.",26,"Adams, Edward D.",148,1
"Clyde, William P.",27,"Adams, Edward D.",148,3
"Cochran, Thomas",28,"Adams, Edward D.",148,5
"Coffin, Charles Albert",29,"Adams, Edward D.",148,2
"Comstock, William C.",30,"Adams, Edward D.",148,1
"Connor, Washington Everett",31,"Adams, Edward D.",148,1
"Cook, Henry H.",32,"Adams, Edward D.",148,1
"Crocker, Charles",33,"Adams, Edward D.",148,4
"Curtis, George N.",34,"Adams, Edward D.",148,1
"Curtis, William John",35,"Adams, Edward D.",148,4
"Davis, Theodore M.",36,"Adams, Edward D.",148,2
"De Lima, David A.",37,"Adams, Edward D.",148,1
"Deering, Charles",38,"Adams, Edward D.",148,1
"Ellsworth, James W.",39,"Adams, Edward D.",148,3
"Fahnestock, Harris Charles",40,"Adams, Edward D.",148,4
"Fiske, Josiah M.",41,"Adams, Edward D.",148,1
"Flagler, Henry Morrison",42,"Adams, Edward D.",148,2
"Fletcher, Isaac D.",43,"Adams, Edward D.",148,3
"Flower, Frederick, S.",44,"Adams, Edward D.",148,5
"Foos, Lamar",45,"Adams, Edward D.",148,1
"Frick, Henry Clay (NY)",46,"Adams, Edward D.",148,3
"Gardiner, George Schuyler",47,"Adams, Edward D.",148,1
"Gary, Elbert H.",48,"Adams, Edward D.",148,2
"Gould, Frank Jay",49,"Adams, Edward D.",148,3
"Gould, George Jay I",50,"Adams, Edward D.",148,2
"Graham, Malcolm",51,"Adams, Edward D.",148,1
"Harding, J. Horace",52,"Adams, Edward D.",148,5
"Harkness, Charles W.",53,"Adams, Edward D.",148,3
"Harkness, Edward",54,"Adams, Edward D.",148,2
"Harrison, Hugh H.",55,"Adams, Edward D.",148,3
"Hartley, Marcellus",56,"Adams, Edward D.",148,2
"Healy, Aaron Augustus",57,"Adams, Edward D.",148,1
"Heye, Dr. George G.",58,"Adams, Edward D.",148,2
"Hill, James N.",59,"Adams, Edward D.",148,3
"Hine, Francis L.",60,"Adams, Edward D.",148,2
"Hoagland, Joseph Christoffel",61,"Adams, Edward D.",148,1
"Holmes, John Grier",62,"Adams, Edward D.",148,2
"Horton, Henry Lawrence",63,"Adams, Edward D.",148,1
"Hotchkiss, Horace L.",64,"Adams, Edward D.",148,2
"Hoyt, Charles Albert",65,"Adams, Edward D.",148,2
"Humphreys, Dr. Alexander C.",66,"Adams, Edward D.",148,2
"Huntington, Collis P.",67,"Adams, Edward D.",148,2
"Huntington, Henry Edwards",68,"Adams, Edward D.",148,3
"Hutchinson, William J.",69,"Adams, Edward D.",148,3
"Hyde, Clarence M.",70,"Adams, Edward D.",148,1
"Hyde, Henry Baldwin",71,"Adams, Edward D.",148,1
"Ives, Brayton C.",72,"Adams, Edward D.",148,3
"Jackson, Edwin E.",73,"Adams, Edward D.",148,2
"Jennings, Frederick Beach",74,"Adams, Edward D.",148,3
"Jennings, Walter",75,"Adams, Edward D.",148,3
"Jewett, William Kennon",76,"Adams, Edward D.",148,4
"King, David H., Jr.",77,"Adams, Edward D.",148,2
"Lambert, Catholina",78,"Adams, Edward D.",148,2
"Lawrence, Cyrus I.",79,"Adams, Edward D.",148,2
"Lawrence, Frank R.",80,"Adams, Edward D.",148,1
"Layton, Frederick",81,"Adams, Edward D.",148,1
"Lehman, Arthur",82,"Adams, Edward D.",148,5
"Leighton, George E.",83,"Adams, Edward D.",148,3
"Lewisohn, Adolph",84,"Adams, Edward D.",148,1
"Mansfield, Burton",85,"Adams, Edward D.",148,3
"Mather, Samuel",86,"Adams, Edward D.",148,3
"McAlpin, David H.",87,"Adams, Edward D.",148,1
"McGarrah, G. W.",88,"Adams, Edward D.",148,2
"Mellon, Andrew W.",89,"Adams, Edward D.",148,5
"Merriam, William Rush",90,"Adams, Edward D.",148,3
"Milbank, Jeremiah",91,"Adams, Edward D.",148,2
"Milliken, Seth Mellen",92,"Adams, Edward D.",148,2
"Mills, Darius Ogden",93,"Adams, Edward D.",148,4
"Moore, William Henry",94,"Adams, Edward D.",148,3
"Morgan, J. Pierpont",95,"Adams, Edward D.",148,4
"Morgan, J. Pierpont, Jr.",96,"Adams, Edward D.",148,4
"Nickerson, Samuel M.",97,"Adams, Edward D.",148,2
"Obrig, Adolf",98,"Adams, Edward D.",148,2
"Oliver, George Tener",99,"Adams, Edward D.",148,1
"Oliver, Henry W.",100,"Adams, Edward D.",148,5
"Peavey, Frank Hutchinson",101,"Adams, Edward D.",148,2
"Penfold, Edmund",102,"Adams, Edward D.",148,2
"Peters, Samuel T.",103,"Adams, Edward D.",148,1
"Raynor, James A.",104,"Adams, Edward D.",148,1
"Ream, Norman B.",105,"Adams, Edward D.",148,3
"Reid, Daniel G.",106,"Adams, Edward D.",148,3
"Reisinger, Hugo",107,"Adams, Edward D.",148,1
"Riker, John Lawrence",108,"Adams, Edward D.",148,4
"Roberts, Marshall O.",109,"Adams, Edward D.",148,3
"Rockefeller, William Avery Jr.",110,"Adams, Edward D.",148,6
"Roebling, Ferdinand W.",111,"Adams, Edward D.",148,4
"Roloson, Robert W.",112,"Adams, Edward D.",148,2
"Ruppert, Jacob",113,"Adams, Edward D.",148,3
"Ryerson, Martin A.",114,"Adams, Edward D.",148,2
"Sabin, Charles H.",115,"Adams, Edward D.",148,1
"Salter, Thomas P.",116,"Adams, Edward D.",148,1
"Schiff, Jacob Henry",117,"Adams, Edward D.",148,2
"Schwab, Charles M.",118,"Adams, Edward D.",148,2
"Seligman, Henry",119,"Adams, Edward D.",148,4
"Seligman, Isaac Newton",120,"Adams, Edward D.",148,1
"Shepherd, James G.",121,"Adams, Edward D.",148,3
"Sloane, William Douglas",122,"Adams, Edward D.",148,3
"Smith, Charles Stewart",123,"Adams, Edward D.",148,1
"Smith, Theodore E.",124,"Adams, Edward D.",148,2
"Spaulding, William S.",125,"Adams, Edward D.",148,2
"Spoor, John A.",126,"Adams, Edward D.",148,2
"Stanford, Leland",127,"Adams, Edward D.",148,3
"Stern, Louis",128,"Adams, Edward D.",148,2
"Stewart, Lispenard",129,"Adams, Edward D.",148,1
"Stillman, James",130,"Adams, Edward D.",148,2
"Tenney, Charles Henry",131,"Adams, Edward D.",148,1
"Terry, John T.",132,"Adams, Edward D.",148,2
"Thomas, Seth Edward",133,"Adams, Edward D.",148,1
"Thorne, Samuel P.",134,"Adams, Edward D.",148,3
"Tousey, Sinclair",135,"Adams, Edward D.",148,1
"Tuckerman, Lucius",136,"Adams, Edward D.",148,1
"Valentine, Lawson",137,"Adams, Edward D.",148,1
"Valentine, P.A.",138,"Adams, Edward D.",148,3
"Vanderbilt, Cornelius II",139,"Adams, Edward D.",148,2
"Vanderbilt, William Kissam",140,"Adams, Edward D.",148,2
"Walker, E. Chandler",141,"Adams, Edward D.",148,2
"Walters, Henry",142,"Adams, Edward D.",148,2
"Ward, Leslie Dodd",143,"Adams, Edward D.",148,4
"Warren, John Hobart",144,"Adams, Edward D.",148,3
"White, George Robert",145,"Adams, Edward D.",148,1
"Widener, Peter A.B.",146,"Adams, Edward D.",148,2
"Woolworth, Frank Winfield",147,"Adams, Edward D.",148,1
"Adams, Edward D.",148,"Aitken, John W.",1,1
"Allis, Charles",4,"Aitken, John W.",1,1
"Ames, Frederick Lothrop",5,"Aitken, John W.",1,1
"Astor, John Jacob (III)",7,"Aitken, John W.",1,1
"Baker, George F.",8,"Aitken, John W.",1,1
"Barger, Samuel F.",10,"Aitken, John W.",1,1
"Bartlett, Francis",11,"Aitken, John W.",1,1
"Berwind, Edward Julius",12,"Aitken, John W.",1,1
"Bishop, Heber R.",13,"Aitken, John W.",1,1
"Bixby, William K.",14,"Aitken, John W.",1,1
"Blumenthal, George",15,"Aitken, John W.",1,1
"Borden, Matthew Challoner Durfee",16,"Aitken, John W.",1,1
"Brookfield, William",18,"Aitken, John W.",1,1
"Butler, Theron R.",20,"Aitken, John W.",1,1
"Carstairs, John Haseltine",149,"Aitken, John W.",1,1
"Catlin, Daniel",21,"Aitken, John W.",1,1
"Clark, George Crawford",22,"Aitken, John W.",1,1
"Clark, William Andrews",24,"Aitken, John W.",1,1
"Closson, James T.",26,"Aitken, John W.",1,1
"Cochran, Thomas",28,"Aitken, John W.",1,2
"Comstock, William C.",30,"Aitken, John W.",1,1
"Connor, Washington Everett",31,"Aitken, John W.",1,1
"Cook, Henry H.",32,"Aitken, John W.",1,1
"Crocker, Charles",33,"Aitken, John W.",1,1
"Davis, Theodore M.",36,"Aitken, John W.",1,1
"De Lima, David A.",37,"Aitken, John W.",1,1
"Ellsworth, James W.",39,"Aitken, John W.",1,1
"Fahnestock, Harris Charles",40,"Aitken, John W.",1,1
"Field, Marshall",150,"Aitken, John W.",1,1
"Fiske, Josiah M.",41,"Aitken, John W.",1,2
"Flagler, Henry Morrison",42,"Aitken, John W.",1,1
"Fletcher, Isaac D.",43,"Aitken, John W.",1,1
"Flower, Frederick, S.",44,"Aitken, John W.",1,1
"Frick, Henry Clay (NY)",46,"Aitken, John W.",1,1
"Gary, Elbert H.",48,"Aitken, John W.",1,1
"Gould, Frank Jay",49,"Aitken, John W.",1,1
"Gould, George Jay I",50,"Aitken, John W.",1,1
"Harding, J. Horace",52,"Aitken, John W.",1,1
"Harkness, Charles W.",53,"Aitken, John W.",1,1
"Hartley, Marcellus",56,"Aitken, John W.",1,1
"Hearn, George A.",151,"Aitken, John W.",1,1
"Heye, Dr. George G.",58,"Aitken, John W.",1,1
"Hill, James N.",59,"Aitken, John W.",1,1
"Hine, Francis L.",60,"Aitken, John W.",1,1
"Holmes, John Grier",62,"Aitken, John W.",1,1
"Horton, Henry Lawrence",63,"Aitken, John W.",1,1
"Hotchkiss, Horace L.",64,"Aitken, John W.",1,1
"Hoyt, Charles Albert",65,"Aitken, John W.",1,1
"Humphreys, Dr. Alexander C.",66,"Aitken, John W.",1,1
"Huntington, Collis P.",67,"Aitken, John W.",1,1
"Huntington, Henry Edwards",68,"Aitken, John W.",1,1
"Hutchinson, William J.",69,"Aitken, John W.",1,1
"Hyde, Henry Baldwin",71,"Aitken, John W.",1,2
"Ives, Brayton C.",72,"Aitken, John W.",1,1
"Jackson, Edwin E.",73,"Aitken, John W.",1,1
"Jennings, Frederick Beach",74,"Aitken, John W.",1,2
"Jennings, Walter",75,"Aitken, John W.",1,2
"Jewett, William Kennon",76,"Aitken, John W.",1,1
"Lambert, Catholina",78,"Aitken, John W.",1,1
"Lawrence, Cyrus I.",79,"Aitken, John W.",1,1
"Lawrence, Frank R.",80,"Aitken, John W.",1,1
"Lehman, Arthur",82,"Aitken, John W.",1,2
"Leighton, George E.",83,"Aitken, John W.",1,1
"Lewisohn, Adolph",84,"Aitken, John W.",1,1
"Mansfield, Burton",85,"Aitken, John W.",1,1
"Mather, Samuel",86,"Aitken, John W.",1,2
"McAlpin, David H.",87,"Aitken, John W.",1,1
"McGarrah, G. W.",88,"Aitken, John W.",1,1
"Mellon, Andrew W.",89,"Aitken, John W.",1,1
"Merriam, William Rush",90,"Aitken, John W.",1,1
"Milbank, Jeremiah",91,"Aitken, John W.",1,1
"Milliken, Seth Mellen",92,"Aitken, John W.",1,2
"Mills, Darius Ogden",93,"Aitken, John W.",1,1
"Moore, William Henry",94,"Aitken, John W.",1,1
"Morgan, J. Pierpont",95,"Aitken, John W.",1,1
"Morgan, J. Pierpont, Jr.",96,"Aitken, John W.",1,1
"Nickerson, Samuel M.",97,"Aitken, John W.",1,1
"Obrig, Adolf",98,"Aitken, John W.",1,1
"Oliver, Henry W.",100,"Aitken, John W.",1,2
"Peavey, Frank Hutchinson",101,"Aitken, John W.",1,2
"Penfold, Edmund",102,"Aitken, John W.",1,1
"Peters, Samuel T.",103,"Aitken, John W.",1,2
"Ream, Norman B.",105,"Aitken, John W.",1,2
"Reid, Daniel G.",106,"Aitken, John W.",1,1
"Riker, John Lawrence",108,"Aitken, John W.",1,1
"Roberts, Marshall O.",109,"Aitken, John W.",1,1
"Rockefeller, William Avery Jr.",110,"Aitken, John W.",1,2
"Roebling, Ferdinand W.",111,"Aitken, John W.",1,1
"Roloson, Robert W.",112,"Aitken, John W.",1,2
"Ruppert, Jacob",113,"Aitken, John W.",1,1
"Ryerson, Martin A.",114,"Aitken, John W.",1,2
"Sabin, Charles H.",115,"Aitken, John W.",1,2
"Schiff, Jacob Henry",117,"Aitken, John W.",1,1
"Schwab, Charles M.",118,"Aitken, John W.",1,1
"Seligman, Henry",119,"Aitken, John W.",1,1
"Seligman, Isaac Newton",120,"Aitken, John W.",1,2
"Shepherd, James G.",121,"Aitken, John W.",1,1
"Sloane, William Douglas",122,"Aitken, John W.",1,3
"Smith, Charles Stewart",123,"Aitken, John W.",1,3
"Smith, Theodore E.",124,"Aitken, John W.",1,1
"Spaulding, William S.",125,"Aitken, John W.",1,2
"Spoor, John A.",126,"Aitken, John W.",1,1
"Stanford, Leland",127,"Aitken, John W.",1,1
"Stern, Louis",128,"Aitken, John W.",1,1
"Stewart, Lispenard",129,"Aitken, John W.",1,1
"Stillman, James",130,"Aitken, John W.",1,1
"Tenney, Charles Henry",131,"Aitken, John W.",1,2
"Terry, John T.",132,"Aitken, John W.",1,1
"Thorne, Samuel P.",134,"Aitken, John W.",1,1
"Tousey, Sinclair",135,"Aitken, John W.",1,1
"Valentine, P.A.",138,"Aitken, John W.",1,1
"Vanderbilt, Cornelius II",139,"Aitken, John W.",1,1
"Walters, Henry",142,"Aitken, John W.",1,1
"Ward, Leslie Dodd",143,"Aitken, John W.",1,2
"Warren, John Hobart",144,"Aitken, John W.",1,1
"White, George Robert",145,"Aitken, John W.",1,2
"Woolworth, Frank Winfield",147,"Aitken, John W.",1,2
"Adams, Edward D.",148,"Alger, Russel Alexander",2,2
"Allen, George L.",3,"Alger, Russel Alexander",2,1
"Allis, Charles",4,"Alger, Russel Alexander",2,1
"Ames, Frederick Lothrop",5,"Alger, Russel Alexander",2,2
"Ames, Oliver",6,"Alger, Russel Alexander",2,3
"Astor, William",152,"Alger, Russel Alexander",2,1
"Baker, George F.",8,"Alger, Russel Alexander",2,2
"Barger, Samuel F.",10,"Alger, Russel Alexander",2,2
"Berwind, Edward Julius",12,"Alger, Russel Alexander",2,2
"Bishop, Heber R.",13,"Alger, Russel Alexander",2,2
"Bixby, William K.",14,"Alger, Russel Alexander",2,2
"Blumenthal, George",15,"Alger, Russel Alexander",2,1
"Borden, Matthew Challoner Durfee",16,"Alger, Russel Alexander",2,1
"Bostwick, Jabez A.",17,"Alger, Russel Alexander",2,1
"Brookfield, William",18,"Alger, Russel Alexander",2,1
"Burrage, Albert C.",19,"Alger, Russel Alexander",2,1
"Butler, Theron R.",20,"Alger, Russel Alexander",2,1
"Catlin, Daniel",21,"Alger, Russel Alexander",2,1
"Clark, William (Newark)",23,"Alger, Russel Alexander",2,1
"Clark, William Andrews",24,"Alger, Russel Alexander",2,1
"Clarke, Thomas B.",25,"Alger, Russel Alexander",2,1
"Clyde, William P.",27,"Alger, Russel Alexander",2,2
"Cochran, Thomas",28,"Alger, Russel Alexander",2,2
"Coffin, Charles Albert",29,"Alger, Russel Alexander",2,1
"Crocker, Charles",33,"Alger, Russel Alexander",2,2
"Curtis, George N.",34,"Alger, Russel Alexander",2,1
"Curtis, William John",35,"Alger, Russel Alexander",2,2
"Davenport, Ira",153,"Alger, Russel Alexander",2,1
"De Lima, David A.",37,"Alger, Russel Alexander",2,2
"Deering, Charles",38,"Alger, Russel Alexander",2,1
"Ellsworth, James W.",39,"Alger, Russel Alexander",2,1
"Fahnestock, Harris Charles",40,"Alger, Russel Alexander",2,2
"Flagler, Henry Morrison",42,"Alger, Russel Alexander",2,1
"Fletcher, Isaac D.",43,"Alger, Russel Alexander",2,1
"Flower, Frederick, S.",44,"Alger, Russel Alexander",2,2
"Foos, Lamar",45,"Alger, Russel Alexander",2,1
"Frick, Henry Clay (NY)",46,"Alger, Russel Alexander",2,1
"Gardiner, George Schuyler",47,"Alger, Russel Alexander",2,2
"Gary, Elbert H.",48,"Alger, Russel Alexander",2,1
"Gould, Frank Jay",49,"Alger, Russel Alexander",2,1
"Gould, George Jay I",50,"Alger, Russel Alexander",2,1
"Graham, Malcolm",51,"Alger, Russel Alexander",2,1
"Harding, J. Horace",52,"Alger, Russel Alexander",2,2
"Harkness, Charles W.",53,"Alger, Russel Alexander",2,1
"Harkness, Edward",54,"Alger, Russel Alexander",2,1
"Harrison, Hugh H.",55,"Alger, Russel Alexander",2,2
"Hartley, Marcellus",56,"Alger, Russel Alexander",2,1
"Healy, Aaron Augustus",57,"Alger, Russel Alexander",2,2
"Hearst, William Randolph",154,"Alger, Russel Alexander",2,1
"Hill, James N.",59,"Alger, Russel Alexander",2,1
"Hine, Francis L.",60,"Alger, Russel Alexander",2,1
"Hoagland, Joseph Christoffel",61,"Alger, Russel Alexander",2,1
"Holmes, John Grier",62,"Alger, Russel Alexander",2,1
"Hoyt, Charles Albert",65,"Alger, Russel Alexander",2,1
"Huntington, Collis P.",67,"Alger, Russel Alexander",2,2
"Huntington, Henry Edwards",68,"Alger, Russel Alexander",2,2
"Hutchinson, William J.",69,"Alger, Russel Alexander",2,1
"Hyde, Clarence M.",70,"Alger, Russel Alexander",2,1
"Ives, Brayton C.",72,"Alger, Russel Alexander",2,2
"Jackson, Edwin E.",73,"Alger, Russel Alexander",2,1
"Jennings, Frederick Beach",74,"Alger, Russel Alexander",2,2
"Jennings, Walter",75,"Alger, Russel Alexander",2,1
"Jewett, William Kennon",76,"Alger, Russel Alexander",2,2
"King, David H., Jr.",77,"Alger, Russel Alexander",2,1
"Lambert, Catholina",78,"Alger, Russel Alexander",2,1
"Lawrence, Cyrus I.",79,"Alger, Russel Alexander",2,1
"Layton, Frederick",81,"Alger, Russel Alexander",2,1
"Lehman, Arthur",82,"Alger, Russel Alexander",2,2
"Leighton, George E.",83,"Alger, Russel Alexander",2,2
"Mansfield, Burton",85,"Alger, Russel Alexander",2,1
"Mather, Samuel",86,"Alger, Russel Alexander",2,1
"McAlpin, David H.",87,"Alger, Russel Alexander",2,1
"McGarrah, G. W.",88,"Alger, Russel Alexander",2,1
"Mellon, Andrew W.",89,"Alger, Russel Alexander",2,3
"Merriam, William Rush",90,"Alger, Russel Alexander",2,2
"Milbank, Jeremiah",91,"Alger, Russel Alexander",2,2
"Milliken, Seth Mellen",92,"Alger, Russel Alexander",2,1
"Mills, Darius Ogden",93,"Alger, Russel Alexander",2,1
"Moore, William Henry",94,"Alger, Russel Alexander",2,2
"Morgan, J. Pierpont",95,"Alger, Russel Alexander",2,2
"Morgan, J. Pierpont, Jr.",96,"Alger, Russel Alexander",2,2
"Nickerson, Samuel M.",97,"Alger, Russel Alexander",2,1
"Obrig, Adolf",98,"Alger, Russel Alexander",2,1
"Oliver, George Tener",99,"Alger, Russel Alexander",2,2
"Oliver, Henry W.",100,"Alger, Russel Alexander",2,2
"Peavey, Frank Hutchinson",101,"Alger, Russel Alexander",2,1
"Raynor, James A.",104,"Alger, Russel Alexander",2,1
"Ream, Norman B.",105,"Alger, Russel Alexander",2,2
"Reid, Daniel G.",106,"Alger, Russel Alexander",2,2
"Reisinger, Hugo",107,"Alger, Russel Alexander",2,1
"Riker, John Lawrence",108,"Alger, Russel Alexander",2,2
"Roberts, Marshall O.",109,"Alger, Russel Alexander",2,1
"Rockefeller, William Avery Jr.",110,"Alger, Russel Alexander",2,2
"Roebling, Ferdinand W.",111,"Alger, Russel Alexander",2,2
"Roloson, Robert W.",112,"Alger, Russel Alexander",2,1
"Ruppert, Jacob",113,"Alger, Russel Alexander",2,2
"Russel, Horace",155,"Alger, Russel Alexander",2,1
"Ryerson, Martin A.",114,"Alger, Russel Alexander",2,1
"Salter, Thomas P.",116,"Alger, Russel Alexander",2,2
"Schiff, Jacob Henry",117,"Alger, Russel Alexander",2,1
"Schwab, Charles M.",118,"Alger, Russel Alexander",2,1
"Seligman, Henry",119,"Alger, Russel Alexander",2,2
"Sloane, William Douglas",122,"Alger, Russel Alexander",2,2
"Smith, Theodore E.",124,"Alger, Russel Alexander",2,1
"Spaulding, William S.",125,"Alger, Russel Alexander",2,1
"Spoor, John A.",126,"Alger, Russel Alexander",2,1
"Stanford, Leland",127,"Alger, Russel Alexander",2,3
"Stern, Louis",128,"Alger, Russel Alexander",2,1
"Stewart, Lispenard",129,"Alger, Russel Alexander",2,1
"Terry, John T.",132,"Alger, Russel Alexander",2,1
"Thomas, Seth Edward",133,"Alger, Russel Alexander",2,1
"Thorne, Samuel P.",134,"Alger, Russel Alexander",2,1
"Tuckerman, Lucius",136,"Alger, Russel Alexander",2,1
"Valentine, Lawson",137,"Alger, Russel Alexander",2,1
"Valentine, P.A.",138,"Alger, Russel Alexander",2,2
"Vanderbilt, Cornelius II",139,"Alger, Russel Alexander",2,1
"Vanderbilt, William Kissam",140,"Alger, Russel Alexander",2,1
"Walker, E. Chandler",141,"Alger, Russel Alexander",2,2
"Walters, Henry",142,"Alger, Russel Alexander",2,1
"Ward, Leslie Dodd",143,"Alger, Russel Alexander",2,2
"Warren, John Hobart",144,"Alger, Russel Alexander",2,2
"Widener, Peter A.B.",146,"Alger, Russel Alexander",2,3
"Adams, Edward D.",148,"Allen, George L.",3,1
"Alger, Russel Alexander",2,"Allen, George L.",3,1
"Allis, Charles",4,"Allen, George L.",3,1
"Ames, Frederick Lothrop",5,"Allen, George L.",3,1
"Ames, Oliver",6,"Allen, George L.",3,1
"Baker, George F.",8,"Allen, George L.",3,1
"Barger, Samuel F.",10,"Allen, George L.",3,1
"Berwind, Edward Julius",12,"Allen, George L.",3,1
"Bishop, Heber R.",13,"Allen, George L.",3,1
"Bixby, William K.",14,"Allen, George L.",3,1
"Blumenthal, George",15,"Allen, George L.",3,1
"Borden, Matthew Challoner Durfee",16,"Allen, George L.",3,1
"Brookfield, William",18,"Allen, George L.",3,1
"Burrage, Albert C.",19,"Allen, George L.",3,1
"Catlin, Daniel",21,"Allen, George L.",3,1
"Clark, William (Newark)",23,"Allen, George L.",3,1
"Clark, William Andrews",24,"Allen, George L.",3,1
"Clarke, Thomas B.",25,"Allen, George L.",3,1
"Clyde, William P.",27,"Allen, George L.",3,1
"Cochran, Thomas",28,"Allen, George L.",3,1
"Coffin, Charles Albert",29,"Allen, George L.",3,1
"Curtis, William John",35,"Allen, George L.",3,1
"Deering, Charles",38,"Allen, George L.",3,1
"Fahnestock, Harris Charles",40,"Allen, George L.",3,1
"Fletcher, Isaac D.",43,"Allen, George L.",3,1
"Flower, Frederick, S.",44,"Allen, George L.",3,1
"Foos, Lamar",45,"Allen, George L.",3,1
"Frick, Henry Clay (NY)",46,"Allen, George L.",3,1
"Gardiner, George Schuyler",47,"Allen, George L.",3,1
"Gary, Elbert H.",48,"Allen, George L.",3,1
"Graham, Malcolm",51,"Allen, George L.",3,1
"Harding, J. Horace",52,"Allen, George L.",3,1
"Harrison, Hugh H.",55,"Allen, George L.",3,1
"Hartley, Marcellus",56,"Allen, George L.",3,1
"Healy, Aaron Augustus",57,"Allen, George L.",3,1
"Hine, Francis L.",60,"Allen, George L.",3,1
"Hoagland, Joseph Christoffel",61,"Allen, George L.",3,1
"Hoyt, Charles Albert",65,"Allen, George L.",3,1
"Huntington, Collis P.",67,"Allen, George L.",3,1
"Huntington, Henry Edwards",68,"Allen, George L.",3,1
"Hutchinson, William J.",69,"Allen, George L.",3,1
"Hyde, Clarence M.",70,"Allen, George L.",3,1
"Ives, Brayton C.",72,"Allen, George L.",3,1
"Jackson, Edwin E.",73,"Allen, George L.",3,1
"Jennings, Frederick Beach",74,"Allen, George L.",3,1
"Jennings, Walter",75,"Allen, George L.",3,1
"Jewett, William Kennon",76,"Allen, George L.",3,1
"Lambert, Catholina",78,"Allen, George L.",3,1
"Layton, Frederick",81,"Allen, George L.",3,1
"Lehman, Arthur",82,"Allen, George L.",3,1
"Leighton, George E.",83,"Allen, George L.",3,1
"Mansfield, Burton",85,"Allen, George L.",3,1
"Mather, Samuel",86,"Allen, George L.",3,1
"McAlpin, David H.",87,"Allen, George L.",3,1
"Mellon, Andrew W.",89,"Allen, George L.",3,1
"Merriam, William Rush",90,"Allen, George L.",3,1
"Milbank, Jeremiah",91,"Allen, George L.",3,1
"Milliken, Seth Mellen",92,"Allen, George L.",3,1
"Moore, William Henry",94,"Allen, George L.",3,1
"Morgan, J. Pierpont",95,"Allen, George L.",3,1
"Morgan, J. Pierpont, Jr.",96,"Allen, George L.",3,1
"Obrig, Adolf",98,"Allen, George L.",3,1
"Oliver, George Tener",99,"Allen, George L.",3,1
"Oliver, Henry W.",100,"Allen, George L.",3,1
"Ream, Norman B.",105,"Allen, George L.",3,1
"Reid, Daniel G.",106,"Allen, George L.",3,1
"Reisinger, Hugo",107,"Allen, George L.",3,1
"Riker, John Lawrence",108,"Allen, George L.",3,1
"Rockefeller, William Avery Jr.",110,"Allen, George L.",3,1
"Roebling, Ferdinand W.",111,"Allen, George L.",3,1
"Roloson, Robert W.",112,"Allen, George L.",3,1
"Ruppert, Jacob",113,"Allen, George L.",3,1
"Ryerson, Martin A.",114,"Allen, George L.",3,1
"Schwab, Charles M.",118,"Allen, George L.",3,1
"Seligman, Henry",119,"Allen, George L.",3,1
"Sloane, William Douglas",122,"Allen, George L.",3,1
"Smith, Theodore E.",124,"Allen, George L.",3,1
"Spaulding, William S.",125,"Allen, George L.",3,1
"Spoor, John A.",126,"Allen, George L.",3,1
"Stanford, Leland",127,"Allen, George L.",3,1
"Stern, Louis",128,"Allen, George L.",3,1
"Thomas, Seth Edward",133,"Allen, George L.",3,1
"Tuckerman, Lucius",136,"Allen, George L.",3,1
"Valentine, Lawson",137,"Allen, George L.",3,1
"Valentine, P.A.",138,"Allen, George L.",3,1
"Walker, E. Chandler",141,"Allen, George L.",3,1
"Ward, Leslie Dodd",143,"Allen, George L.",3,1
"Warren, John Hobart",144,"Allen, George L.",3,1
"Widener, Peter A.B.",146,"Allen, George L.",3,1
"Adams, Edward D.",148,"Allis, Charles",4,2
"Aitken, John W.",1,"Allis, Charles",4,1
"Alger, Russel Alexander",2,"Allis, Charles",4,1
"Allen, George L.",3,"Allis, Charles",4,1
"Ames, Frederick Lothrop",5,"Allis, Charles",4,2
"Ames, Oliver",6,"Allis, Charles",4,1
"Astor, John Jacob (III)",7,"Allis, Charles",4,1
"Baker, George F.",8,"Allis, Charles",4,2
